;date;text;id;key
0;2020-08-26 15:15:53+00:00;Bøtten til affald er ikke for lille. Logisk. Lille container. Problem løst.;1298640316820488197;@karemolbak
1;2020-08-26 14:51:29+00:00;Dejligt.;1298634174652461056;@karemolbak
2;2020-08-26 14:46:47+00:00;- #SkraldeMK er på vej, holder i dette øjeblik ved Poul Henningsens Plads ;1298632991086989312;@karemolbak
3;2020-08-26 14:39:46+00:00;Sorry det er måske også lidt strengt, men fotoet er det ikke fra Amager Strand Metro, og der efterlades strandparken og omkringliggende pladser sådan efter weekenden. Men uagtet hvad et sørgerligt syn.;1298631225641439235;@karemolbak
4;2020-08-26 14:35:09+00:00;Hvad får dig til at drage den besynderlige slutning, at det er unge mennesker, der har smidt de mundbind?;1298630063559122946;@karemolbak
5;2020-08-26 14:28:53+00:00;Enig, men man kan også have en ekstra plastikpose med i tasken. Men det har de unge festaber nok ikke. Synes nu ellers at man har opdraget sine børn til ikke at smide affald på gaden.;1298628487012638721;@karemolbak
6;2020-08-26 14:24:22+00:00;ak ja, og når folk hamstrer toiletpapir i lange baner så... nej glem det ;1298627352893837315;@karemolbak
7;2019-01-01 14:47:18+00:00; Form Experience Potential Here's the top 50 players under the age of 23 in world football.;1080113238535294976;@karemolbak
8;2020-08-26 14:17:02+00:00;Jeg er helt med. Samtidig kunne begivenhedernes gang også have været foregrebet, og der kunne være blevet sat ekstra skraldespande op da kravet om mundbind blev indført!?;1298625504615043079;@karemolbak
9;2020-08-26 14:14:58+00:00;- enig, mage til ansvarsløs opførsel skal man lede længe efter - er skraldespanden fyldt så stik bindet i lommen eller tasken... hvor svært kan det være ;1298624984559038467;@karemolbak
10;2020-08-26 14:11:23+00:00;Jeg kan ikke snakke for jer, men jeg skal satme ikke have mine hænder i nærheden af den skraldespand der, så fyldt som den er.. Så går pointen med mundbind jo fuldstændig af fløjten.;1298624084348227584;@karemolbak
11;2020-08-26 13:58:00+00:00;Forbandet svineri. ;1298620714606645250;@karemolbak
12;2020-08-26 13:55:12+00:00;#MUNDSVIN - ta' dit spyt og dårlige ånde med dig https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/brugte-mundbind-flyder-i-bybilledet-traefsikkerheden-er?cid=newsletter_nb_kobenhavn_20200826152829 #dkpol #dkmedier @statsmin @Heunicke @LykkePetri @VangstedMarie @KareMolbak @SSTbrostrom @LMSTSenderovitz @TyraTgv @tv2newsdk @DR1TV;1298620009841922050;@karemolbak
13;2020-08-26 10:52:06+00:00;"Politikere ""går efter manden"" når eksperter stiller op. Utroligt hvad fx @mortensode, @SSTbrostrom eller @karemolbak skal stå model til for at gøre deres faglighed gældende i den offentlige debat. Og når de undergraves bliver din mening så god som deres.";1298573933059485696;@karemolbak
14;2020-08-25 16:41:32+00:00;Ja, fra IOM-rapporten 2015 til internationale ME-eksperter, Folketingets v82, EU, Dr. Tedros/WHO og Dr. Fauci. I DK undrer læger sig over covid ptt, som har post-virale symp og udtaler, at man aldrig har hørt eller set lignende Helt nyt Vil nok fortsat ignorere ME Også #medier ?;1298299480664662017;@karemolbak
